seqname	dsDNAphage	ssDNA	max_score	max_score_group	length	hallmark	viral	cellular	contig_length	total_genes	viral_genes	host_genes	provirus	proviral_length	host_length	region_types	region_lengths	region_coords_bp	region_coords_genes	region_viral_genes	region_host_genes
NZ_CP020744.1||0_partial	0.927	0.0	0.927	dsDNAphage	67518	2	20.6	14.4	67518	85	6	10	Yes	40672.0	26846.0	viral,host	40672,26846	1-40672,40673-67518	1-56,57-85	6,0	2,8
NZ_CP021031.1||0_partial	0.847	0.0	0.847	dsDNAphage	15627	2	21.9	21.9	15627	20	0	5	No	NA	NA	NA	NA	NA	NA	NA	NA
NZ_CP021062.1||0_partial	0.92	0.013	0.92	dsDNAphage	26641	1	34.1	14.6	26641	28	7	6	Yes	13458.0	13183.0	host,viral,host	5004,13458,8179	1-5004,5005-18462,18463-26641	1-4,5-19,20-28	1,6,0	2,0,4
NZ_CP020079.1||0_partial	0.927	0.0	0.927	dsDNAphage	25121	2	13.6	15.9	25121	42	4	2	No	NA	NA	NA	NA	NA	NA	NA	NA
NZ_CP021206.1||0_partial	0.92	0.0	0.92	dsDNAphage	19376	1	15.2	28.3	19376	33	2	2	No	NA	NA	NA	NA	NA	NA	NA	NA
NZ_CP021177.1||0_partial	0.933	0.0	0.933	dsDNAphage	17575	1	14.7	23.5	17575	22	1	2	No	NA	NA	NA	NA	NA	NA	NA	NA
NZ_CP021209.1||0_partial	0.927	0.0	0.927	dsDNAphage	16811	1	11.8	23.5	16811	22	2	2	Yes	11775.0	5036.0	viral,host	11775,5036	1-11775,11776-16811	1-18,19-22	2,0	0,2
NZ_CP016613.1||0_partial	0.84	0.013	0.84	dsDNAphage	10523	1	28.6	35.7	10523	16	1	0	No	NA	NA	NA	NA	NA	NA	NA	NA
NZ_CP021367.1||0_partial	0.853	0.007	0.853	dsDNAphage	33220	1	20.5	7.7	33220	27	0	4	No	NA	NA	NA	NA	NA	NA	NA	NA
NZ_CP021363.1||0_partial	0.967	0.0	0.967	dsDNAphage	16109	1	24.1	13.8	16109	17	0	4	No	NA	NA	NA	NA	NA	NA	NA	NA
NZ_CP021449.1||0_partial	0.893	0.0	0.893	dsDNAphage	26168	4	27.1	31.2	26168	35	9	6	Yes	20489.0	5679.0	viral,host	20489,5679	1-20489,20490-26168	1-30,31-35	9,0	1,5
NZ_CP019048.1||0_partial	0.98	0.0	0.98	dsDNAphage	91666	1	19.0	13.2	91666	121	11	8	Yes	79506.0	12160.0	host,viral	12160,79506	1-12160,12161-91666	1-10,11-121	0,11	3,5
NZ_CP021468.1||0_partial	0.913	0.0	0.913	dsDNAphage	24516	5	35.9	20.5	24516	28	6	4	No	NA	NA	NA	NA	NA	NA	NA	NA
NZ_CP021512.1||0_partial	0.887	0.0	0.887	dsDNAphage	15292	1	12.5	20.0	15292	26	1	3	No	NA	NA	NA	NA	NA	NA	NA	NA
NZ_CP021536.1||0_partial	0.9	0.0	0.9	dsDNAphage	50007	1	14.6	23.6	50007	78	6	10	Yes	37990.0	12017.0	viral,host	37990,12017	1-37990,37991-50007	1-64,65-78	6,0	4,6
NZ_CP021551.1||0_partial	0.9	0.0	0.9	dsDNAphage	18778	1	15.9	29.5	18778	32	2	2	No	NA	NA	NA	NA	NA	NA	NA	NA
NZ_CP021551.1||1_partial	0.953	0.0	0.953	dsDNAphage	23018	1	17.1	22.9	23018	29	3	1	No	NA	NA	NA	NA	NA	NA	NA	NA
NZ_CP021695.1||0_partial	0.987	0.0	0.987	dsDNAphage	35300	1	12.5	25.0	35300	48	4	4	No	NA	NA	NA	NA	NA	NA	NA	NA
NZ_CP021695.1||1_partial	0.86	0.0	0.86	dsDNAphage	21579	1	16.3	30.6	21579	36	2	3	No	NA	NA	NA	NA	NA	NA	NA	NA
NZ_CP021709.1||0_partial	0.993	0.0	0.993	dsDNAphage	47841	1	17.3	10.7	47841	71	6	7	Yes	39130.0	8711.0	viral,host	39130,8711	1-39130,39131-47841	1-64,65-71	6,0	4,3
NZ_CP021734.1||0_partial	0.92	0.0	0.92	dsDNAphage	29906	2	36.5	42.3	29906	39	2	5	Yes	22586.0	7320.0	viral,host	22586,7320	1-22586,22587-29906	1-32,33-39	2,0	1,4
NZ_CP021842.1||0_partial	0.867	0.0	0.867	dsDNAphage	48861	2	40.6	31.9	48861	55	10	6	No	NA	NA	NA	NA	NA	NA	NA	NA
NZ_CP021846.1||0_partial	0.96	0.0	0.96	dsDNAphage	29467	2	43.8	37.5	29467	33	5	4	No	NA	NA	NA	NA	NA	NA	NA	NA
NZ_CP021794.1||0_partial	0.84	0.013	0.84	dsDNAphage	11027	1	18.8	28.1	11027	25	1	0	No	NA	NA	NA	NA	NA	NA	NA	NA
NZ_CP021795.1||0_partial	0.88	0.0	0.88	dsDNAphage	20433	2	11.4	13.6	20433	32	6	0	No	NA	NA	NA	NA	NA	NA	NA	NA
NZ_CP021809.1||0_partial	0.867	0.0	0.867	dsDNAphage	7627	1	15.4	30.8	7627	13	2	2	Yes	4691.0	2936.0	host,viral	2936,4691	1-2936,2937-7627	1-4,5-13	0,2	2,0
NZ_CP021814.1||0_partial	0.913	0.0	0.913	dsDNAphage	57212	5	42.5	17.8	57212	63	14	16	Yes	37784.0	19428.0	viral,host	37784,19428	1-37784,37785-57212	1-44,45-63	14,0	3,13
NZ_CP021853.1||0_partial	0.88	0.0	0.88	dsDNAphage	46494	1	15.7	25.3	46494	61	3	7	No	NA	NA	NA	NA	NA	NA	NA	NA
NZ_CP021853.1||1_partial	0.953	0.0	0.953	dsDNAphage	36475	1	16.3	18.4	36475	46	4	4	Yes	29167.0	7308.0	viral,host	29167,7308	1-29167,29168-36475	1-40,41-46	4,0	2,2
NZ_CP021802.1||0_partial	0.96	0.007	0.96	dsDNAphage	30159	5	25.5	21.3	30159	37	10	7	Yes	19830.0	10329.0	host,viral,host	5535,19830,4794	1-5535,5536-25365,25366-30159	1-6,7-33,34-37	0,10,0	3,0,4
NZ_CP021898.1||0_partial	0.833	0.0	0.833	dsDNAphage	23995	1	17.1	34.1	23995	28	0	5	No	NA	NA	NA	NA	NA	NA	NA	NA
NZ_CP021924.1||0_partial	0.867	0.007	0.867	dsDNAphage	11789	1	26.7	13.3	11789	13	0	1	No	NA	NA	NA	NA	NA	NA	NA	NA
NZ_CP021936.1||0_partial	0.967	0.0	0.967	dsDNAphage	50603	1	17.6	12.2	50603	74	6	7	Yes	41735.0	8868.0	viral,host	41735,8868	1-41735,41736-50603	1-67,68-74	6,0	4,3
NZ_CP021952.1||0_partial	0.947	0.0	0.947	dsDNAphage	52730	1	12.6	23.2	52730	80	6	7	No	NA	NA	NA	NA	NA	NA	NA	NA
NZ_CP021952.1||1_partial	0.953	0.0	0.953	dsDNAphage	8874	1	36.4	18.2	8874	12	2	1	No	NA	NA	NA	NA	NA	NA	NA	NA
NZ_CP021956.1||0_partial	0.96	0.0	0.96	dsDNAphage	43556	1	23.5	16.2	43556	54	3	4	Yes	33147.0	10409.0	viral,host	33147,10409	1-33147,33148-43556	1-48,49-54	3,0	2,2
NZ_CP021956.1||1_partial	0.94	0.033	0.94	dsDNAphage	12487	1	9.1	39.4	12487	21	1	3	No	NA	NA	NA	NA	NA	NA	NA	NA
NZ_CP022019.1||0_partial	0.88	0.0	0.88	dsDNAphage	36337	7	29.4	52.9	36337	39	14	16	Yes	15860.0	20477.0	host,viral,host	7898,15860,12579	1-7898,7899-23758,23759-36337	1-9,10-29,30-39	0,14,0	8,0,8
NZ_CP022019.1||1_partial	0.86	0.0	0.86	dsDNAphage	18195	1	25.0	40.6	18195	20	3	7	No	NA	NA	NA	NA	NA	NA	NA	NA
NZ_CP022155.1||0_partial	0.9	0.0	0.9	dsDNAphage	58708	2	27.6	39.7	58708	50	9	15	Yes	10200.0	48508.0	host,viral,host	6133,10200,42375	1-6133,6134-16333,16334-58708	1-8,9-23,24-50	0,9,0	4,1,10
NZ_CP022170.1||0_partial	0.887	0.0	0.887	dsDNAphage	28412	1	18.2	13.6	28412	32	2	1	No	NA	NA	NA	NA	NA	NA	NA	NA
NZ_CP017294.1||0_partial	0.907	0.0	0.907	dsDNAphage	35149	1	14.0	29.8	35149	45	2	6	No	NA	NA	NA	NA	NA	NA	NA	NA
NZ_CP016361.1||0_partial	0.993	0.0	0.993	dsDNAphage	18667	1	16.2	18.9	18667	24	0	1	No	NA	NA	NA	NA	NA	NA	NA	NA
NZ_CP022359.1||0_partial	0.907	0.007	0.907	dsDNAphage	16574	1	14.3	28.6	16574	30	3	3	No	NA	NA	NA	NA	NA	NA	NA	NA
NZ_CP022359.1||1_partial	0.907	0.0	0.907	dsDNAphage	22297	1	21.1	31.6	22297	26	3	4	Yes	17991.0	4306.0	viral,host	17991,4306	1-17991,17992-22297	1-21,22-26	3,0	1,3
NZ_CP022264.1||0_partial	0.94	0.0	0.94	dsDNAphage	33424	1	18.0	12.0	33424	37	0	2	No	NA	NA	NA	NA	NA	NA	NA	NA
NZ_CP022264.1||1_partial	0.887	0.02	0.887	dsDNAphage	14821	1	15.0	15.0	14821	20	1	0	No	NA	NA	NA	NA	NA	NA	NA	NA
NZ_CP011836.1||0_partial	0.927	0.0	0.927	dsDNAphage	13511	1	17.2	24.1	13511	17	2	1	No	NA	NA	NA	NA	NA	NA	NA	NA
NZ_CP016915.1||0_partial	0.92	0.007	0.92	dsDNAphage	65188	6	32.9	18.8	65188	72	15	6	Yes	44683.0	20505.0	viral,host	44683,20505	1-44683,44684-65188	1-54,55-72	15,0	0,6
NZ_CP022555.1||0_partial	0.9	0.0	0.9	dsDNAphage	84637	13	22.9	30.5	84637	106	17	36	Yes	34443.0	50194.0	viral,host	34443,50194	1-34443,34444-84637	1-63,64-106	17,0	1,35
NZ_CP022446.1||0_partial	0.893	0.0	0.893	dsDNAphage	27489	1	20.0	22.0	27489	34	2	7	Yes	9772.0	17717.0	host,viral,host	6797,9772,10920	1-6797,6798-16569,16570-27489	1-10,11-25,26-34	0,2,0	3,1,3
NZ_CP022446.1||1_partial	0.86	0.007	0.86	dsDNAphage	18291	1	12.8	14.9	18291	35	2	4	Yes	12577.0	5714.0	viral,host	12577,5714	1-12577,12578-18291	1-25,26-35	2,0	1,3
NZ_CP022446.1||2_partial	0.887	0.007	0.887	dsDNAphage	30800	1	26.1	15.2	30800	34	6	8	Yes	13778.0	17022.0	viral,host	13778,17022	1-13778,13779-30800	1-16,17-34	6,0	0,8
NZ_CP020493.1||0_partial	0.92	0.0	0.92	dsDNAphage	71497	1	18.8	12.9	71497	85	6	7	Yes	60014.0	11483.0	host,viral	11483,60014	1-11483,11484-71497	1-10,11-85	0,6	3,4
NZ_CP022696.1||0_partial	0.927	0.0	0.927	dsDNAphage	14429	1	9.4	21.9	14429	20	1	1	No	NA	NA	NA	NA	NA	NA	NA	NA
NZ_CP016879.1||0_partial	0.893	0.007	0.893	dsDNAphage	16085	3	26.9	26.9	16085	28	4	5	Yes	9539.0	6546.0	host,viral	6546,9539	1-6546,6547-16085	1-12,13-28	0,4	4,1
NZ_CP017084.1||0_partial	0.927	0.0	0.927	dsDNAphage	24671	1	12.5	23.2	24671	44	3	5	No	NA	NA	NA	NA	NA	NA	NA	NA
NZ_CP017084.1||1_partial	0.94	0.0	0.94	dsDNAphage	29362	1	18.9	30.2	29362	39	4	3	Yes	26625.0	2737.0	viral,host	26625,2737	1-26625,26626-29362	1-35,36-39	4,0	1,2
NZ_AP015031.1||0_partial	0.847	0.0	0.847	dsDNAphage	59272	1	12.2	12.2	59272	76	2	6	No	NA	NA	NA	NA	NA	NA	NA	NA
NZ_AP018256.1||0_partial	0.927	0.02	0.927	dsDNAphage	38450	2	14.3	4.1	38450	36	2	3	Yes	26508.0	11942.0	viral,host	26508,11942	1-26508,26509-38450	1-32,33-36	2,0	1,2
